pack,card_number,card_name,card_element,card_type,card_rarity,tradeable,image_url
Genetic Apex,168,Nidoqueen,Dark,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_168_EN.webp
Genetic Apex,169,Nidoran♂,Dark,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_169_EN.webp
Genetic Apex,170,Nidorino,Dark,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_170_EN.webp
Genetic Apex,171,Nidoking,Dark,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_171_EN.webp
Genetic Apex,172,Zubat,Dark,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_172_EN.webp
Genetic Apex,173,Golbat,Dark,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_173_EN.webp
Genetic Apex,174,Grimer,Dark,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_174_EN.webp
Genetic Apex,175,Muk,Dark,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_175_EN.webp
Genetic Apex,176,Koffing,Dark,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_176_EN.webp
Genetic Apex,177,Weezing,Dark,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_177_EN.webp
Genetic Apex,178,Mawile,Metal,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_178_EN.webp
Genetic Apex,179,Pawniard,Metal,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_179_EN.webp
Genetic Apex,180,Bisharp,Metal,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_180_EN.webp
Genetic Apex,181,Meltan,Metal,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_181_EN.webp
Genetic Apex,182,Melmetal,Metal,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_182_EN.webp
Genetic Apex,183,Dratini,Dragon,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_183_EN.webp
Genetic Apex,184,Dragonair,Dragon,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_184_EN.webp
Genetic Apex,185,Dragonite,Dragon,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_185_EN.webp
Genetic Apex,186,Pidgey,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_186_EN.webp
Genetic Apex,187,Pidgeotto,Common,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_187_EN.webp
Genetic Apex,188,Pidgeot,Common,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_188_EN.webp
Genetic Apex,189,Rattata,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_189_EN.webp
Genetic Apex,190,Raticate,Common,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_190_EN.webp
Genetic Apex,191,Spearow,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_191_EN.webp
Genetic Apex,192,Fearow,Common,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_192_EN.webp
Genetic Apex,193,Jigglypuff,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_193_EN.webp
Genetic Apex,194,Wigglytuff,Common,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_194_EN.webp
Genetic Apex,195,Wigglytuff ex,Common,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_195_EN.webp
Genetic Apex,196,Meowth,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_196_EN.webp
Genetic Apex,197,Persian,Common,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_197_EN.webp
Genetic Apex,198,Farfetch'd,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_198_EN.webp
Genetic Apex,199,Doduo,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_199_EN.webp
Genetic Apex,200,Dodrio,Common,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_200_EN.webp
Genetic Apex,201,Lickitung,Common,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_201_EN.webp
Genetic Apex,202,Chansey,Common,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_202_EN.webp
Genetic Apex,203,Kangaskhan,Common,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_203_EN.webp
Genetic Apex,204,Tauros,Common,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_204_EN.webp
Genetic Apex,205,Ditto,Common,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_205_EN.webp
Genetic Apex,206,Eevee,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_206_EN.webp
Genetic Apex,207,Eevee,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_207_EN.webp
Genetic Apex,208,Eevee,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_208_EN.webp
Genetic Apex,209,Porygon,Common,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_209_EN.webp
Genetic Apex,210,Aerodactyl,Common,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_210_EN.webp
Genetic Apex,211,Snorlax,Common,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_211_EN.webp
Genetic Apex,212,Minccino,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_212_EN.webp
Genetic Apex,213,Cinccino,Common,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_213_EN.webp
Genetic Apex,214,Wooloo,Common,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_214_EN.webp
Genetic Apex,215,Dubwool,Common,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_215_EN.webp
Genetic Apex,216,Helix Fossil,,Item,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_216_EN.webp
Genetic Apex,217,Dome Fossil,,Item,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_217_EN.webp
Genetic Apex,218,Old Amber,,Item,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_218_EN.webp
Genetic Apex,219,Erika,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_219_EN.webp
Genetic Apex,220,Misty,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_220_EN.webp
Genetic Apex,221,Blaine,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_221_EN.webp
Genetic Apex,222,Koga,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_222_EN.webp
Genetic Apex,223,Giovanni,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_223_EN.webp
Genetic Apex,224,Brock,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_224_EN.webp
Genetic Apex,225,Sabrina,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_225_EN.webp
Genetic Apex,226,Lt. Surge,,Supporter,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_226_EN.webp
Genetic Apex,227,Bulbasaur,Grass,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_227_EN.webp
Genetic Apex,228,Gloom,Grass,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_228_EN.webp
Genetic Apex,229,Pinsir,Grass,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_229_EN.webp
Genetic Apex,230,Charmander,Fire,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_230_EN.webp
Genetic Apex,231,Rapidash,Fire,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_231_EN.webp
Genetic Apex,232,Squirtle,Water,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_232_EN.webp
Genetic Apex,233,Gyarados,Water,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_233_EN.webp
Genetic Apex,234,Lapras,Water,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_234_EN.webp
Genetic Apex,235,Electrode,Lightning,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_235_EN.webp
Genetic Apex,236,Alakazam,Psychic,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_236_EN.webp
Genetic Apex,237,Slowpoke,Psychic,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_237_EN.webp
Genetic Apex,238,Diglett,Fighting,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_238_EN.webp
Genetic Apex,239,Cubone,Fighting,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_239_EN.webp
Genetic Apex,240,Nidoqueen,Dark,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_240_EN.webp
Genetic Apex,241,Nidoking,Dark,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_241_EN.webp
Genetic Apex,242,Golbat,Dark,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_242_EN.webp
Genetic Apex,243,Weezing,Dark,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_243_EN.webp
Genetic Apex,244,Dragonite,Dragon,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_244_EN.webp
Genetic Apex,245,Pidgeot,Common,Stage,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_245_EN.webp
Genetic Apex,246,Meowth,Common,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_246_EN.webp
Genetic Apex,247,Ditto,Common,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_247_EN.webp
Genetic Apex,248,Eevee,Common,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_248_EN.webp
Genetic Apex,249,Porygon,Common,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_249_EN.webp
Genetic Apex,250,Snorlax,Common,Basic,☆,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_250_EN.webp
Genetic Apex,251,Venusaur ex,Grass,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_251_EN.webp
Genetic Apex,252,Exeggutor ex,Grass,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_252_EN.webp
Genetic Apex,253,Charizard ex,Fire,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_253_EN.webp
Genetic Apex,254,Arcanine ex,Fire,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_254_EN.webp
Genetic Apex,255,Moltres ex,Fire,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_255_EN.webp
Genetic Apex,256,Blastoise ex,Water,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_256_EN.webp
Genetic Apex,257,Starmie ex,Water,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_257_EN.webp
Genetic Apex,258,Articuno ex,Water,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_258_EN.webp
Genetic Apex,259,Pikachu ex,Lightning,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_259_EN.webp
Genetic Apex,260,Zapdos ex,Lightning,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_260_EN.webp
Genetic Apex,261,Gengar ex,Psychic,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_261_EN.webp
Genetic Apex,262,Mewtwo ex,Psychic,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_262_EN.webp
Genetic Apex,263,Machamp ex,Fighting,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_263_EN.webp
Genetic Apex,264,Marowak ex,Fighting,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_264_EN.webp
Genetic Apex,265,Wigglytuff ex,Common,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_265_EN.webp
Genetic Apex,266,Erika,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_266_EN.webp
Genetic Apex,267,Misty,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_267_EN.webp
Genetic Apex,268,Blaine,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_268_EN.webp
Genetic Apex,269,Koga,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_269_EN.webp
Genetic Apex,270,Giovanni,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_270_EN.webp
Genetic Apex,271,Brock,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_271_EN.webp
Genetic Apex,272,Sabrina,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_272_EN.webp
Genetic Apex,273,Lt. Surge,,Supporter,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_273_EN.webp
Genetic Apex,274,Moltres ex,Fire,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_274_EN.webp
Genetic Apex,275,Articuno ex,Water,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_275_EN.webp
Genetic Apex,276,Zapdos ex,Lightning,Basic,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_276_EN.webp
Genetic Apex,277,Gengar ex,Psychic,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_277_EN.webp
Genetic Apex,278,Machamp ex,Fighting,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_278_EN.webp
Genetic Apex,279,Wigglytuff ex,Common,Stage,☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_279_EN.webp
Genetic Apex,280,Charizard ex,Fire,Stage,☆☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_280_EN.webp
Genetic Apex,281,Pikachu ex,Lightning,Basic,☆☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_281_EN.webp
Genetic Apex,282,Mewtwo ex,Psychic,Basic,☆☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_282_EN.webp
Genetic Apex,283,Mew,Psychic,Basic,☆☆☆,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_283_EN.webp
Genetic Apex,284,Charizard ex,Fire,Stage,Crown Rare,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_284_EN.webp
Genetic Apex,285,Pikachu ex,Lightning,Basic,Crown Rare,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_285_EN.webp
Genetic Apex,286,Mewtwo ex,Psychic,Basic,Crown Rare,FALSE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_286_EN.webp
Mythical Island,1,Exeggcute,Grass,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_001_EN.webp
Mythical Island,2,Exeggutor,Grass,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_002_EN.webp
Mythical Island,3,Celebi ex,Grass,Basic,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_003_EN.webp
Mythical Island,4,Snivy,Grass,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_004_EN.webp
Mythical Island,5,Servine,Grass,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_005_EN.webp
Mythical Island,6,Serperior,Grass,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_006_EN.webp
Mythical Island,7,Morelull,Grass,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_007_EN.webp
Mythical Island,8,Shiinotic,Grass,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_008_EN.webp
Mythical Island,9,Dhelmise,Grass,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_009_EN.webp
Mythical Island,10,Ponyta,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_010_EN.webp
Mythical Island,11,Rapidash,Fire,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_011_EN.webp
Mythical Island,12,Magmar,Fire,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_012_EN.webp
Mythical Island,13,Larvesta,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_013_EN.webp
Mythical Island,14,Volcarona,Fire,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_014_EN.webp
Mythical Island,15,Salandit,Fire,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_015_EN.webp
Mythical Island,16,Salazzle,Fire,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_016_EN.webp
Mythical Island,17,Magikarp,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_017_EN.webp
Mythical Island,18,Gyarados ex,Water,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_018_EN.webp
Mythical Island,19,Vaporeon,Water,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_019_EN.webp
Mythical Island,20,Finneon,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_020_EN.webp
Mythical Island,21,Lumineon,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_021_EN.webp
Mythical Island,22,Chewtle,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_022_EN.webp
Mythical Island,23,Drednaw,Water,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_023_EN.webp
Mythical Island,24,Cramorant,Water,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_024_EN.webp
Mythical Island,25,Pikachu,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_025_EN.webp
Mythical Island,26,Raichu,Lightning,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_026_EN.webp
Mythical Island,27,Electabuzz,Lightning,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_027_EN.webp
Mythical Island,28,Joltik,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_028_EN.webp
Mythical Island,29,Galvantula,Lightning,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_029_EN.webp
Mythical Island,30,Dedenne,Lightning,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_030_EN.webp
Mythical Island,31,Mew,Psychic,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_031_EN.webp
Mythical Island,32,Mew ex,Psychic,Basic,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_032_EN.webp
Mythical Island,33,Sigilyph,Psychic,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_033_EN.webp
Mythical Island,34,Elgyem,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_034_EN.webp
Mythical Island,35,Beheeyem,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_035_EN.webp
Mythical Island,36,Flabébé,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_036_EN.webp
Mythical Island,37,Floette,Psychic,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_037_EN.webp
Mythical Island,38,Florges,Psychic,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_038_EN.webp
Mythical Island,39,Swirlix,Psychic,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_039_EN.webp
Mythical Island,40,Slurpuff,Psychic,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_040_EN.webp
Mythical Island,41,Mankey,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_041_EN.webp
Mythical Island,42,Primeape,Fighting,Stage,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_042_EN.webp
Mythical Island,43,Geodude,Fighting,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_043_EN.webp
Mythical Island,44,Graveler,Fighting,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_044_EN.webp
Mythical Island,45,Golem,Fighting,Stage,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_045_EN.webp
Mythical Island,46,Aerodactyl ex,Fighting,Stage,◊◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_046_EN.webp
Mythical Island,47,Marshadow,Fighting,Basic,◊◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_047_EN.webp
Mythical Island,48,Stonjourner,Fighting,Basic,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_048_EN.webp
Mythical Island,49,Koffing,Dark,Basic,◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_049_EN.webp
Mythical Island,50,Weezing,Dark,Stage,◊◊,TRUE,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_050_EN.webp
